url,timestamp,length_url,length_hostname,ip,punycode,ratio_digits_url,ratio_digits_host,nb_subdomains,tld_in_path,tld_in_subdomain,random_domain,shortening_service,prefix_suffix,phish_hints,url_entropy,uses_https,is_http,num_query_params,has_at_symbol,path_extension,file_extension,file_category,tld,tld_risk,url_length,domain_length,special_chars_count,special_chars,contains_suspicious_keywords,suspicious_keywords_found,ssl_valid,cert_days_left,cert_issuer,san_count,cert_cn_matches_domain,domain_age_days,days_since_update,has_whois_privacy,registrar,redirect_chain_len,final_domain_differs,has_security_headers,server_header,typosquat_candidate,similar_to,label,selenium_current_url,redirect_chain,network_last_seen_url.type,network_last_seen_url.value,network_last_seen_url,network_last_seen_url.mime,network_last_seen_url.size,network_last_seen_url.sha256,network_last_seen_url.sample,network_last_seen_url.truncated,network_last_seen_url.note
http://virtuallandfill.com/,2025-10-12 21:49:52,27,19,0,0,0.0,0.0,0,0,0,0,0,0,0,3.9582291686698787,0,1,0,0,0,none,none,com,0,27,19,5,"[':', '/', '/', '.', '/']",False,[],1,82,R13,2,1,4793,46,1,Key-Systems GmbH,0,0,0,Apache,0,[],0,https://virtuallandfill.com/,"[{'from': 'http://virtuallandfill.com/', 'to': 'https://virtuallandfill.com/', 'status': 307, 'location_header': None}, {'from': 'https://virtuallandfill.com/favicon.ico', 'to': 'https://virtuallandfill.com/wp-includes/images/w-logo-blue-white-bg.png', 'status': 302, 'location_header': None}]",http,https://virtuallandfill.com/wp-includes/images/w-logo-blue-white-bg.png,,,,,,,
https://www.mytransport.sg/content/mytransport/home/commuting/busservices.html,2025-10-12 21:49:55,78,18,0,0,0.0,0.0,1,0,0,0,0,0,0,4.174692170193853,1,0,0,0,1,html,document,sg,0,78,18,11,"[':', '/', '/', '.', '.', '/', '/', '/', '/', '/', '.']",False,[],1,235,DigiCert Global G3 TLS ECC SHA384 2020 CA1,3,0,5781,122,0,Government Technology Agency,1,1,1,,0,[],0,https://datamall.lta.gov.sg/content/datamall/en.html,"[{'from': 'https://www.mytransport.sg/content/mytransport/home/commuting/busservices.html', 'to': 'https://datamall.lta.gov.sg/content/datamall/en.html', 'status': 302, 'location_header': 'https://datamall.lta.gov.sg/content/datamall/en.html'}, {'from': 'https://ncspteltd.sc.omtrdc.net/b/ss/ncsptedatamallnewprod/1/JS-2.22.0-LAWA/s18823064855860?AQB=1&ndh=1&pf=1&t=12%2F9%2F2025%2021%3A49%3A57%200%200&ce=UTF-8&pageName=datamall%20%7C%20land%20transport%20authority%20%28lta%29&g=https%3A%2F%2Fdatamall.lta.gov.sg%2Fcontent%2Fdatamall%2Fen.html&cc=USD&s=800x600&c=24&j=1.6&v=N&k=N&bw=780&bh=441&AQE=1', 'to': 'https://ncspteltd.sc.omtrdc.net/b/ss/ncsptedatamallnewprod/1/JS-2.22.0-LAWA/s18823064855860?AQB=1&pccr=true&ndh=1&pf=1&t=12%2F9%2F2025%2021%3A49%3A57%200%200&ce=UTF-8&pageName=datamall%20%7C%20land%20transport%20authority%20%28lta%29&g=https%3A%2F%2Fdatamall.lta.gov.sg%2Fcontent%2Fdatamall%2Fen.html&cc=USD&s=800x600&c=24&j=1.6&v=N&k=N&bw=780&bh=441&AQE=1', 'status': 302, 'location_header': 'https://ncspteltd.sc.omtrdc.net/b/ss/ncsptedatamallnewprod/1/JS-2.22.0-LAWA/s18823064855860?AQB=1&pccr=true&ndh=1&pf=1&t=12%2F9%2F2025%2021%3A49%3A57%200%200&ce=UTF-8&pageName=datamall%20%7C%20land%20transport%20authority%20%28lta%29&g=https%3A%2F%2Fdatamall.lta.gov.sg%2Fcontent%2Fdatamall%2Fen.html&cc=USD&s=800x600&c=24&j=1.6&v=N&k=N&bw=780&bh=441&AQE=1'}]",http,https://assets.wogaa.sg/sentiments/p-d89570b5.entry.js,,,,,,,
http://www.itvalliance.org/,2025-10-12 21:50:03,27,19,0,0,0.0,0.0,1,0,0,0,0,0,0,3.930270372293454,0,1,0,0,0,none,none,org,0,27,19,6,"[':', '/', '/', '.', '.', '/']",False,[],1,43,R13,4,0,8591,145,0,"GoDaddy.com, LLC",0,0,0,Apache,0,[],0,https://www.itvalliance.org/cgi-sys/suspendedpage.cgi,"[{'from': 'http://www.itvalliance.org/', 'to': 'https://www.itvalliance.org/', 'status': 307, 'location_header': None}, {'from': 'https://www.itvalliance.org/', 'to': 'https://www.itvalliance.org/cgi-sys/suspendedpage.cgi', 'status': 302, 'location_header': 'https://www.itvalliance.org/cgi-sys/suspendedpage.cgi'}, {'from': 'https://www.itvalliance.org/favicon.ico', 'to': 'https://www.itvalliance.org/cgi-sys/suspendedpage.cgi', 'status': 302, 'location_header': 'https://www.itvalliance.org/cgi-sys/suspendedpage.cgi'}]",http,https://www.itvalliance.org/cgi-sys/suspendedpage.cgi,,,,,,,
http://www.productmanualguide.com/newpdf/electric-power-transmission-ppt.pdf,2025-10-12 21:50:10,76,26,0,0,0.0,0.0,1,0,0,0,0,0,0,4.314902968435895,0,1,0,0,1,pdf,document,com,0,76,26,11,"[':', '/', '/', '.', '.', '/', '/', '-', '-', '-', '.']",False,[],1,79,R12,2,0,4294,272,1,"NameSilo, LLC",1,1,0,nginx/1.28.0,0,[],0,https://ww1.productmanualguide.com/,"[{'from': 'http://www.productmanualguide.com/newpdf/electric-power-transmission-ppt.pdf', 'to': 'https://www.productmanualguide.com/newpdf/electric-power-transmission-ppt.pdf', 'status': 307, 'location_header': None}, {'from': 'https://www.productmanualguide.com/newpdf/electric-power-transmission-ppt.pdf?ch=1&js=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJKb2tlbiIsImV4cCI6MTc2MDMxMzAxMSwiaWF0IjoxNzYwMzA1ODExLCJpc3MiOiJKb2tlbiIsImpzIjoxLCJqdGkiOiIzMW10cGpwNDVjb2ZuMDZibzgwMDlsZ2wiLCJuYmYiOjE3NjAzMDU4MTEsInRzIjoxNzYwMzA1ODExNTk0NzY4fQ.i9ig1QqU9sqTCfse7XwO4nFNVcj9YAP0f6eWo4qx7vA&sid=6d77540a-a7b5-11f0-9db1-807e86116158', 'to': 'http://ww1.productmanualguide.com/', 'status': 302, 'location_header': 'http://ww1.productmanualguide.com'}, {'from': 'http://ww1.productmanualguide.com/', 'to': 'https://ww1.productmanualguide.com/', 'status': 307, 'location_header': None}]",http,https://ww1.productmanualguide.com/favicon.ico,,,,,,,
http://stackoverflow.com/questions/13560017/how-to-check-image-quality-resolution-dpi-ppi,2025-10-12 21:50:21,89,17,0,0,0.0898876404494382,0.0,0,0,0,0,0,0,0,4.666165173992681,0,1,0,0,0,none,none,com,0,89,17,14,"[':', '/', '/', '.', '/', '/', '/', '-', '-', '-', '-', '-', '-', '-']",False,[],1,42,E8,2,1,7961,256,0,"CSC Corporate Domains, Inc.",1,0,1,cloudflare,0,[],0,https://stackoverflow.com/questions/13560017/how-to-check-image-quality-resolution-dpi-ppi,"[{'from': 'http://stackoverflow.com/questions/13560017/how-to-check-image-quality-resolution-dpi-ppi', 'to': 'https://stackoverflow.com/questions/13560017/how-to-check-image-quality-resolution-dpi-ppi', 'status': 307, 'location_header': None}, {'from': 'https://stackoverflow.com/questions/13560017/how-to-check-image-quality-resolution-dpi-ppi', 'to': 'https://stackoverflow.com/questions/13560017/how-to-check-image-quality-resolution-dpi-ppi', 'status': 307, 'location_header': None}]",http,https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/ov2/av0/rch/va1bi/0x4AAAAAAADnPIDROrmt1Wwj/light/fbE/new/normal/auto,,,,,,,
http://radiocity.com/events/celtic-woman-2011.html,2025-10-12 21:50:29,50,13,0,0,0.08,0.0,0,0,0,0,0,0,0,4.353269689515108,0,1,0,0,1,html,document,com,0,50,13,9,"[':', '/', '/', '.', '/', '/', '-', '-', '.']",False,[],1,111,Amazon RSA 2048 M03,2,1,11073,513,0,"MarkMonitor, Inc.",1,1,0,nginx,0,[],0,https://radiocity.com/events/celtic-woman-2011.html,"[{'from': 'http://radiocity.com/events/celtic-woman-2011.html', 'to': 'https://radiocity.com/events/celtic-woman-2011.html', 'status': 307, 'location_header': None}]",http,https://radiocity.com/favicon.ico,,,,,,,
http://nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii,2025-10-12 21:50:35,103,17,0,0,0.22330097087378642,0.0,0,0,0,0,0,0,0,4.5800177909545345,0,1,0,0,0,none,none,com,0,103,17,17,"[':', '/', '/', '.', '/', '/', '/', '/', '/', '-', '-', '-', '-', '-', '-', '-', '-']",False,[],1,36,R10,2,1,6248,74,0,"Amazon Registrar, Inc.",0,0,1,Varnish,0,[],0,https://www.nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii,"[{'from': 'http://nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii', 'to': 'https://nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii', 'status': 307, 'location_header': None}, {'from': 'https://nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii', 'to': 'https://www.nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii', 'status': 301, 'location_header': 'https://www.nunesmagician.com/2011/10/20/2501687/syracuse-orange-basketball-2011-2012-season-preview-part-ii'}]",http,https://www.google.co.th/ads/ga-audiences?v=1&t=sr&slf_rd=1&_r=4&tid=G-2M5GYNY1YS&cid=1782529544.1760305840&gtm=45je5a80v877932977z8859165105za200zb859165105zd859165105&aip=1&dma=0&gcs=G111&gcd=13v3v3v3v5l1&npa=0&frm=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528500~104573694~104684208~104684211~104948813~105322302~115480709~115834636~115834638~115868795~115868797~115995680~115995682&tag_exp=101509157~103116026~103200004~103233427~104527907~104528500~104573694~104684208~104684211~104948813~105322302~115480709~115834636~115834638~115868795~115868797~115995680~115995682&z=1941416990,,,,,,,
http://www.angelfire.com/rpg/vampu2larp/Wod.html,2025-10-12 21:50:47,48,17,0,0,0.020833333333333332,0.0,1,0,0,0,0,0,0,4.316340563438218,0,1,0,0,1,html,document,com,0,48,17,9,"[':', '/', '/', '.', '.', '/', '/', '/', '.']",False,[],1,80,R13,2,0,9859,187,0,"GoDaddy.com, LLC",1,0,1,nginx/1.18.0,0,[],0,https://www.angelfire.com/rpg/vampu2larp/Wod.html,"[{'from': 'https://sb.scorecardresearch.com/cs/7976662/beacon.js', 'to': 'https://sb.scorecardresearch.com/internal-cs/default/beacon.js', 'status': 302, 'location_header': '/internal-cs/default/beacon.js'}, {'from': 'https://sb.scorecardresearch.com/b?c1=2&c2=7976662&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1760305840281&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.nunesmagician.com%2F2011%2F10%2F20%2F2501687%2Fsyracuse-orange-basketball-2011-2012-season-preview-part-ii&c8=Syracuse%20Orange%20Basketball%202011-2012%20Season%20Preview%3A%20Part%20II%20%7C%20Troy%20Nunes%20Is%20An%20Absolute%20Magician&c9=', 'to': 'https://sb.scorecardresearch.com/b2?c1=2&c2=7976662&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1760305840281&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.nunesmagician.com%2F2011%2F10%2F20%2F2501687%2Fsyracuse-orange-basketball-2011-2012-season-preview-part-ii&c8=Syracuse%20Orange%20Basketball%202011-2012%20Season%20Preview%3A%20Part%20II%20%7C%20Troy%20Nunes%20Is%20An%20Absolute%20Magician&c9=', 'status': 302, 'location_header': '/b2?c1=2&c2=7976662&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1760305840281&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.nunesmagician.com%2F2011%2F10%2F20%2F2501687%2Fsyracuse-orange-basketball-2011-2012-season-preview-part-ii&c8=Syracuse%20Orange%20Basketball%202011-2012%20Season%20Preview%3A%20Part%20II%20%7C%20Troy%20Nunes%20Is%20An%20Absolute%20Magician&c9='}, {'from': 'https://ads.yieldmo.com/pbsync?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirectUri=https%3A%2F%2Fprebid-server.rubiconproject.com%2Fsetuid%3Fbidder%3Dyieldmo%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26gpp%3D%26gpp_sid%3D%26account%3D%26f%3Di%26uid%3D%24UID', 'to': 'https://prebid-server.rubiconproject.com/setuid?bidder=yieldmo&account=&f=i&uid=xez_bvit7Ui4yaXfFnzM&gdpr=&gdpr_consent=&gpp=&gpp_sid=&us_privacy=', 'status': 302, 'location_header': 'https://prebid-server.rubiconproject.com/setuid?bidder=yieldmo&account=&f=i&uid=xez_bvit7Ui4yaXfFnzM&gdpr=&gdpr_consent=&gpp=&gpp_sid=&us_privacy='}, {'from': 'https://s.amazon-adsystem.com/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=n-index_n-sharethrough_pm-db5_ym_rbd_n-vmg_rx_n-MediaNet_an-db5_3lift', 'to': 'https://s.amazon-adsystem.com/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=n-index_n-sharethrough_pm-db5_ym_rbd_n-vmg_rx_n-MediaNet_an-db5_3lift&dcc=t', 'status': 302, 'location_header': None}, {'from': 'https://bh.contextweb.com/rtset?pid=561205&ev=1&rurl=https%3A%2F%2Fprebid-server.rubiconproject.com%2Fsetuid%3Fbidder%3Dpulsepoint%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26gpp%3D%26gpp_sid%3D%26account%3D%26f%3Di%26uid%3D%25%25VGUID%25%25', 'to': 'https://prebid-server.rubiconproject.com/setuid?bidder=pulsepoint&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&account=&f=i&uid=JKLzGP8EPq0g&ev=1&pid=561205', 'status': 302, 'location_header': 'https://prebid-server.rubiconproject.com/setuid?bidder=pulsepoint&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&account=&f=i&uid=JKLzGP8EPq0g&ev=1&pid=561205'}, {'from': 'https://match.sharethrough.com/FGMrCMMc/v1?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirectUri=https%3A%2F%2Fprebid-server.rubiconproject.com%2Fsetuid%3Fbidder%3Dsharethrough%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26gpp%3D%26gpp_sid%3D%26account%3D%26f%3Di%26uid%3D%24UID', 'to': 'https://prebid-server.rubiconproject.com/setuid?bidder=sharethrough&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&account=&f=i&uid=4c76f5fe-7768-494f-8e81-3c3e9a85172f', 'status': 302, 'location_header': 'https://prebid-server.rubiconproject.com/setuid?bidder=sharethrough&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&account=&f=i&uid=4c76f5fe-7768-494f-8e81-3c3e9a85172f'}, {'from': 'https://sync.1rx.io/usersync2/rmphb?gdpr=&gdpr_consent=&us_privacy=&redir=https%3A%2F%2Fprebid-server.rubiconproject.com%2Fsetuid%3Fbidder%3Dunruly%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26gpp%3D%26gpp_sid%3D%26account%3D%26f%3Di%26uid%3D%5BRX_UUID%5D', 'to': 'https://prebid-server.rubiconproject.com/setuid?bidder=unruly&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&account=&f=i&uid=OPTOUT', 'status': 302, 'location_header': 'https://prebid-server.rubiconproject.com/setuid?bidder=unruly&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&account=&f=i&uid=OPTOUT'}, {'from': 'https://eb2.3lift.com/sync?', 'to': 'https://eb2.3lift.com/sync?ld=1', 'status': 302, 'location_header': '/sync?ld=1'}, {'from': 'http://www.angelfire.com/rpg/vampu2larp/Wod.html', 'to': 'https://www.angelfire.com/rpg/vampu2larp/Wod.html', 'status': 307, 'location_header': None}, {'from': 'https://oajs.openx.net/esp?url=https%3A%2F%2Fwww.angelfire.com%2Frpg%2Fvampu2larp%2FWod.html&rid=esp', 'to': 'https://oajs.openx.net/esp?url=https%3A%2F%2Fwww.angelfire.com%2Frpg%2Fvampu2larp%2FWod.html&rid=esp&cc=1', 'status': 302, 'location_header': '/esp?url=https%3A%2F%2Fwww.angelfire.com%2Frpg%2Fvampu2larp%2FWod.html&rid=esp&cc=1'}, {'from': 'https://google-bidout-d.openx.net/w/1.0/pd?plm=5', 'to': 'https://google-bidout-d.openx.net/w/1.0/pd?cc=1&plm=5', 'status': 302, 'location_header': 'https://google-bidout-d.openx.net/w/1.0/pd?cc=1&plm=5'}, {'from': 'https://u.openx.net/w/1.0/cm?id=ec4c2ec9-18b8-454e-98be-3ee1e6bfea65&gdpr=0&gdpr_consent=&r=https%3A%2F%2Fsync.aniview.com%2Fcookiesyncendpoint%3Fauid%3D1760305857266-172026010202-000157-001-002821%26biddername%3D23%26key%3D', 'to': 'https://u.openx.net/w/1.0/cm?cc=1&id=ec4c2ec9-18b8-454e-98be-3ee1e6bfea65&gdpr=0&gdpr_consent=&r=https%3A%2F%2Fsync.aniview.com%2Fcookiesyncendpoint%3Fauid%3D1760305857266-172026010202-000157-001-002821%26biddername%3D23%26key%3D', 'status': 302, 'location_header': 'https://u.openx.net/w/1.0/cm?cc=1&id=ec4c2ec9-18b8-454e-98be-3ee1e6bfea65&gdpr=0&gdpr_consent=&r=https%3A%2F%2Fsync.aniview.com%2Fcookiesyncendpoint%3Fauid%3D1760305857266-172026010202-000157-001-002821%26biddername%3D23%26key%3D'}, {'from': 'https://ads.stickyadstv.com/user-matching?id=3655&_fw_gdpr=0&_fw_gdpr_consent=&gpp=&gpp_sid=', 'to': 'https://sync.aniview.com/cookiesyncendpoint?biddername=9&key=77ae20ee82f5b8bcc043ba782e718dc1&gpp_sid=&gpp=&_fw_gdpr=0&_fw_gdpr_consent=', 'status': 302, 'location_header': None}, {'from': 'https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=aniview&endpoint=us-east', 'to': 'https://eus.rubiconproject.com/usync.html?p=aniview&endpoint=us-east', 'status': 301, 'location_header': 'https://eus.rubiconproject.com/usync.html?p=aniview&endpoint=us-east'}]",http,https://securepubads.g.doubleclick.net/pagead/managed/dict/m202510090101/gpt,,,,,,,
http://ca.linkedin.com/pub/barry-hull/2b/7a/483,2025-10-12 21:51:01,47,15,0,0,0.10638297872340426,0.0,1,0,0,0,0,0,0,4.449989980169263,0,1,0,0,0,none,none,com,0,47,15,11,"[':', '/', '/', '.', '.', '/', '/', '-', '/', '/', '/']",False,[],1,142,DigiCert SHA2 Secure Server CA,154,0,8380,11,0,"MarkMonitor, Inc.",0,0,0,,0,[],0,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQH_4ax2cjSUdwAAAZnaZ9lYeYHGxuvR4xABkmIyEuBG8dprNK6zjozSUqZlDg0V5t2E-82PuUnjSnNzbGTjuxi3k4JO8hDSF4GAZ-8dKMtyj981kGDigH_KGX73KyIfdI0n17I=&original_referer=&sessionRedirect=https%3A%2F%2Fca.linkedin.com%2Fpub%2Fbarry-hull%2F2b%2F7a%2F483,"[{'from': 'https://sync.1rx.io/usersync2/rmpssp?sub=aniview&gdpr=0&gdpr_pd=0&gdpr_consent=&redir=https%3A%2F%2Fsync.aniview.com%2Fcookiesyncendpoint%3Fauid%3D1760305857266-172026010202-000157-001-002821%26biddername%3D200%26key%3D%5BRX_UUID%5D', 'to': 'https://sync.aniview.com/cookiesyncendpoint?auid=1760305857266-172026010202-000157-001-002821&biddername=200&key=OPTOUT', 'status': 302, 'location_header': 'https://sync.aniview.com/cookiesyncendpoint?auid=1760305857266-172026010202-000157-001-002821&biddername=200&key=OPTOUT'}, {'from': 'https://match.sharethrough.com/universal/v1?supply_id=e4beePad&gdpr=0&gdpr_consent=&us_privacy=1---', 'to': 'https://sync.aniview.com/cookiesyncendpoint?biddername=142&key=8356e393-9474-4daf-838f-23f6d1b108e1&gdpr=0', 'status': 302, 'location_header': 'https://sync.aniview.com/cookiesyncendpoint?biddername=142&key=8356e393-9474-4daf-838f-23f6d1b108e1&gdpr=0'}, {'from': 'https://sync.inmobi.com/prebidjs?', 'to': 'https://sync.inmobi.com/sync?redirect=https%3A%2F%2Fs.amazon-adsystem.com%2Fecm3%3Fex%3Dinmobi.com%26id%3D%7BID5UID%7D&gdpr_consent=&gdpr=&us_privacy=&gdpr_pd=&source=8&google_push=&retry=', 'status': 302, 'location_header': 'https://sync.inmobi.com/sync?redirect=https%3A%2F%2Fs.amazon-adsystem.com%2Fecm3%3Fex%3Dinmobi.com%26id%3D%7BID5UID%7D&gdpr_consent=&gdpr=&us_privacy=&gdpr_pd=&source=8&google_push=&retry='}, {'from': 'https://sync.inmobi.com/sync?redirect=https%3A%2F%2Fs.amazon-adsystem.com%2Fecm3%3Fex%3Dinmobi.com%26id%3D%7BID5UID%7D&gdpr_consent=&gdpr=&us_privacy=&gdpr_pd=&source=8&google_push=&retry=', 'to': 'https://sync.inmobi.com/sync?redirect=https%3A%2F%2Fs.amazon-adsystem.com%2Fecm3%3Fex%3Dinmobi.com%26id%3D%7BID5UID%7D&gdpr_consent=&gdpr=&us_privacy=&gdpr_pd=&source=8&google_push=&retry=true', 'status': 302, 'location_header': 'https://sync.inmobi.com/sync?redirect=https%3A%2F%2Fs.amazon-adsystem.com%2Fecm3%3Fex%3Dinmobi.com%26id%3D%7BID5UID%7D&gdpr_consent=&gdpr=&us_privacy=&gdpr_pd=&source=8&google_push=&retry=true'}, {'from': 'https://www.angelfire.com/favicon.ico', 'to': 'https://www.angelfire.lycos.com/favicon.ico', 'status': 301, 'location_header': None}, {'from': 'http://ca.linkedin.com/pub/barry-hull/2b/7a/483', 'to': 'https://ca.linkedin.com/pub/barry-hull/2b/7a/483', 'status': 307, 'location_header': None}]",http,https://www.linkedin.com/platform-telemetry/li/collect,,,,,,,
http://zonecartoons.blogspot.com/2010/06/iron-giant-1999-warner-bros-animation.html,2025-10-12 21:51:09,83,25,0,0,0.12048192771084337,0.0,1,0,0,0,1,0,0,4.422686499655939,0,1,0,0,1,html,document,com,0,83,25,14,"[':', '/', '/', '.', '.', '/', '/', '/', '-', '-', '-', '-', '-', '.']",False,[],1,63,WR2,139,0,-1,-1,-1,,0,0,0,GSE,0,[],0,https://zonecartoons.blogspot.com/2010/06/iron-giant-1999-warner-bros-animation.html,"[{'from': 'http://zonecartoons.blogspot.com/2010/06/iron-giant-1999-warner-bros-animation.html', 'to': 'https://zonecartoons.blogspot.com/2010/06/iron-giant-1999-warner-bros-animation.html', 'status': 307, 'location_header': None}, {'from': 'https://www.google.com/cse/brand?form=cse-search-box&lang=en', 'to': 'https://www.gstatic.com/prose/brandjs.js', 'status': 301, 'location_header': 'https://www.gstatic.com/prose/brandjs.js'}]",http,https://www.google.com/recaptcha/api2/aframe,,,,,,,
